Number,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
3707,Meghan Trainor,"hip hop, other, pop",17-12-2024,Capital One Arena,"Washington, D.C.",DC,"20,356",10
3708,Meghan Trainor,"hip hop, other, pop",16-12-2024,Wells Fargo Center,Philadelphia,PA,"14,000",10
3709,Meghan Trainor,"hip hop, other, pop",15-12-2024,TD Garden,Boston,MA,"19,580",10
3710,Meghan Trainor,"hip hop, other, pop",13-12-2024,Madison Square Garden,New York City,NY,"20,789",10
3711,Meghan Trainor,"hip hop, other, pop",06-12-2024,Intuit Dome,Inglewood,CA,"18,000",10
3712,Meghan Trainor,"hip hop, other, pop",03-12-2024,Dickies Arena,Fort Worth,TX,"14,000",10
3713,Meghan Trainor,"hip hop, other, pop",19-10-2024,Kia Forum,Inglewood,CA,"17,505",28
3714,Meghan Trainor,"hip hop, other, pop",18-10-2024,Shoreline Amphitheatre,Mountain View,CA,"1,300",25
3715,Meghan Trainor,"hip hop, other, pop",16-10-2024,Talking Stick Resort Amphitheatre,Phoenix,AZ,"20,106",18
3716,Meghan Trainor,"hip hop, other, pop",13-10-2024,Cynthia Woods Mitchell Pavilion,The Woodlands,TX,"6,500",27
3717,Meghan Trainor,"hip hop, other, pop",12-10-2024,The Pavilion at Toyota Music Factory,Irving,TX,null,28
3718,Meghan Trainor,"hip hop, other, pop",10-10-2024,Walmart AMP,Rogers,AR,null,25
3719,Meghan Trainor,"hip hop, other, pop",08-10-2024,Red Rocks Amphitheatre,Morrison,CO,null,22
3720,Meghan Trainor,"hip hop, other, pop",05-10-2024,Allstate Arena,Rosemont,IL,"18,500",22
3721,Meghan Trainor,"hip hop, other, pop",04-10-2024,Ruoff Music Center,Noblesville,IN,"24,790",26
3722,Meghan Trainor,"hip hop, other, pop",02-10-2024,Hollywood Casino Amphitheatre,Maryland Heights,MO,"20,000",27
3723,Meghan Trainor,"hip hop, other, pop",30-09-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",21
3724,Meghan Trainor,"hip hop, other, pop",27-09-2024,Blossom Music Center,Cuyahoga Falls,OH,"23,000",27
3725,Meghan Trainor,"hip hop, other, pop",25-09-2024,Madison Square Garden,New York City,NY,"20,789",29
3726,Meghan Trainor,"hip hop, other, pop",21-09-2024,Mohegan Sun Arena,Uncasville,CT,"10,000",27
3727,Meghan Trainor,"hip hop, other, pop",20-09-2024,Xfinity Center,Mansfield,MA,"19,900",27
3728,Meghan Trainor,"hip hop, other, pop",17-09-2024,Jiffy Lube Live,Bristow,VA,"6,500",27
3729,Meghan Trainor,"hip hop, other, pop",15-09-2024,PNC Music Pavilion,Charlotte,NC,"19,500",27
3730,Meghan Trainor,"hip hop, other, pop",13-09-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",23
3731,Meghan Trainor,"hip hop, other, pop",12-09-2024,Red Hat Amphitheater,Raleigh,NC,"5,990",25
3732,Meghan Trainor,"hip hop, other, pop",10-09-2024,FirstBank Amphitheater,Franklin,TN,"2,472",26
3733,Meghan Trainor,"hip hop, other, pop",07-09-2024,TD Pavilion at the Mann,Philadelphia,PA,null,28
3734,Meghan Trainor,"hip hop, other, pop",06-09-2024,Petersen Events Center,Pittsburgh,PA,"68,400",26
3735,Meghan Trainor,"hip hop, other, pop",04-09-2024,Riverbend Music Center,Cincinnati,OH,"20,500",26
3736,Meghan Trainor,"hip hop, other, pop",02-09-2024,Hard Rock Event Center,Tampa,FL,null,26
3737,Meghan Trainor,"hip hop, other, pop",01-09-2024,Seminole Hard Rock Hotel & Casino,Hollywood,FL,null,26
3738,Meghan Trainor,"hip hop, other, pop",10-08-2024,Honda Center,Anaheim,CA,"19,578",10
3739,Meghan Trainor,"hip hop, other, pop",17-07-2024,"Royal Caribbean - Utopia of the Seas, Port Canaveral",Orlando,FL,null,17
3740,Meghan Trainor,"hip hop, other, pop",12-06-2024,iHeartRadio Theater,Burbank,CA,null,10
3741,Meghan Trainor,"hip hop, other, pop",11-06-2024,The Tonight Show Starring Jimmy Fallon,New York,NY,null,10
3742,Meghan Trainor,"hip hop, other, pop",07-06-2024,Today Show,New York,NY,null,10
3743,Meghan Trainor,"hip hop, other, pop",05-05-2024,American Idol,Los Angeles,CA,null,10
3744,Meghan Trainor,"hip hop, other, pop",29-04-2024,The Kelly Clarkson Show,New York,NY,null,10
3745,Meghan Trainor,"hip hop, other, pop",20-03-2024,Kings Theatre,Brooklyn,NY,"3,000",10
3746,Meghan Trainor,"hip hop, other, pop",02-02-2024,null,Miami,FL,null,10
3747,Imagine Dragons,"pop, rock",31-12-2024,The Venetian Theatre,Paradise,NV,"1,815",18
3748,Imagine Dragons,"pop, rock",27-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",22
3749,Imagine Dragons,"pop, rock",26-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",20
3750,Imagine Dragons,"pop, rock",23-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",22
3751,Imagine Dragons,"pop, rock",22-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",19
3752,Imagine Dragons,"pop, rock",20-10-2024,Shoreline Amphitheatre,Mountain View,CA,"1,300",21
3753,Imagine Dragons,"pop, rock",17-10-2024,Red Rocks Amphitheatre,Morrison,CO,null,21
3754,Imagine Dragons,"pop, rock",15-10-2024,Utah First Credit Union Amphitheatre,West Valley City,UT,null,20
3755,Imagine Dragons,"pop, rock",12-10-2024,Utah First Credit Union Amphitheatre,West Valley City,UT,null,20
3756,Imagine Dragons,"pop, rock",11-10-2024,Utah First Credit Union Amphitheatre,West Valley City,UT,null,21
3757,Imagine Dragons,"pop, rock",09-10-2024,Isleta Amphitheater,Albuquerque,NM,"15,000",21
3758,Imagine Dragons,"pop, rock",06-10-2024,Talking Stick Resort Amphitheatre,Phoenix,AZ,"20,106",19
3759,Imagine Dragons,"pop, rock",05-10-2024,North Island Credit Union Amphitheatre,Chula Vista,CA,"20,500",18
3760,Imagine Dragons,"pop, rock",02-10-2024,Toyota Amphitheatre,Wheatland,CA,"18,500",18
3761,Imagine Dragons,"pop, rock",29-09-2024,RV Inn Style Resorts Amphitheater,Ridgefield,WA,"5,000",18
3762,Imagine Dragons,"pop, rock",28-09-2024,The Gorge Amphitheatre,George,WA,"1,170",19
3763,Imagine Dragons,"pop, rock",20-09-2024,Wynn Las Vegas,Las Vegas,NV,null,10
3764,Imagine Dragons,"pop, rock",18-09-2024,Oracle Park,San Francisco,CA,"18,064",12
3765,Imagine Dragons,"pop, rock",08-09-2024,Thunder Ridge Nature Arena,Ridgedale,MO,null,19
3766,Imagine Dragons,"pop, rock",06-09-2024,Cynthia Woods Mitchell Pavilion,The Woodlands,TX,"6,500",19
3767,Imagine Dragons,"pop, rock",04-09-2024,Dos Equis Pavilion,Dallas,TX,"1,704",19
3768,Imagine Dragons,"pop, rock",01-09-2024,MidFlorida Credit Union Amphitheatre,Tampa,FL,"20,000",19
3769,Imagine Dragons,"pop, rock",30-08-2024,iTHINK Financial Amphitheatre,West Palm Beach,FL,"20,000",20
3770,Imagine Dragons,"pop, rock",28-08-2024,PNC Music Pavilion,Charlotte,NC,"19,500",21
3771,Imagine Dragons,"pop, rock",26-08-2024,Veterans United Home Loans Amphitheater at Virginia Beach,Virginia Beach,VA,null,18
3772,Imagine Dragons,"pop, rock",23-08-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",19
3773,Imagine Dragons,"pop, rock",22-08-2024,Jiffy Lube Live,Bristow,VA,"6,500",19
3774,Imagine Dragons,"pop, rock",20-08-2024,Ruoff Music Center,Noblesville,IN,"24,790",21
3775,Imagine Dragons,"pop, rock",18-08-2024,Credit Union 1 Amphitheatre,Tinley Park,IL,"28,000",21
3776,Imagine Dragons,"pop, rock",16-08-2024,Hollywood Casino Amphitheatre,Maryland Heights,MO,"20,000",19
3777,Imagine Dragons,"pop, rock",14-08-2024,The Pavilion at Star Lake,Burgettstown,PA,"3,750",23
3778,Imagine Dragons,"pop, rock",12-08-2024,Pine Knob Music Theatre,Clarkston,MI,"15,274",22
3779,Imagine Dragons,"pop, rock",06-08-2024,Xfinity Center,Mansfield,MA,"19,900",23
3780,Imagine Dragons,"pop, rock",04-08-2024,PNC Bank Arts Center,Holmdel,NJ,"17,500",23
3781,Imagine Dragons,"pop, rock",02-08-2024,Northwell Health at Jones Beach Theater,Wantagh,NY,null,23
3782,Imagine Dragons,"pop, rock",30-07-2024,Freedom Mortgage Pavilion,Camden,NJ,"25,888",21
3783,Imagine Dragons,"pop, rock",27-06-2024,null,Malibu,CA,null,10
3784,Imagine Dragons,"pop, rock",26-06-2024,iHeartRadio Theater,Burbank,CA,null,11
3785,Imagine Dragons,"pop, rock",25-06-2024,Helpful Honda Sound Space,Pasadena,CA,null,10
3786,Imagine Dragons,"pop, rock",24-06-2024,Jimmy Kimmel Live,Los Angeles,CA,null,10
3787,Imagine Dragons,"pop, rock",08-06-2024,Oracle Park,San Francisco,CA,"18,064",14
3788,Imagine Dragons,"pop, rock",07-06-2024,Bud Walton Arena,Fayetteville,AR,"19,368",10
3789,Imagine Dragons,"pop, rock",04-06-2024,Conway Recording Studios,Los Angeles,CA,null,10
3790,Imagine Dragons,"pop, rock",13-04-2024,South Side Ballroom,Dallas,TX,"4,300",17
3791,Porter Robinson,"edm, other, pop",31-12-2024,Brooklyn Storehouse,Brooklyn,NY,null,49
3792,Porter Robinson,"edm, other, pop",30-12-2024,Echostage,"Washington, D.C.",DC,"3,000",10
3793,Porter Robinson,"edm, other, pop",02-11-2024,Climate Pledge Arena,Seattle,WA,"47,116",33
3794,Porter Robinson,"edm, other, pop",31-10-2024,Alaska Airlines' Theater of the Clouds,Portland,OR,null,29
3795,Porter Robinson,"edm, other, pop",29-10-2024,Revolution Concert House & Event Center,Garden City,ID,null,26
3796,Porter Robinson,"edm, other, pop",28-10-2024,Knitting Factory,Spokane,WA,null,27
3797,Porter Robinson,"edm, other, pop",25-10-2024,Shoreline Amphitheatre,Mountain View,CA,"1,300",27
3798,Porter Robinson,"edm, other, pop",24-10-2024,Toyota Amphitheatre,Wheatland,CA,"18,500",29
3799,Porter Robinson,"edm, other, pop",19-10-2024,BleauLive Theater,Las Vegas,NV,null,32
3800,Porter Robinson,"edm, other, pop",18-10-2024,Saltair,Magna,UT,null,26
3801,Porter Robinson,"edm, other, pop",16-10-2024,Red Rocks Amphitheatre,Morrison,CO,null,31
3802,Porter Robinson,"edm, other, pop",15-10-2024,Revel Entertainment Center,Albuquerque,NM,"3,000",25
3803,Porter Robinson,"edm, other, pop",13-10-2024,The Rady Shell at Jacobs Park,San Diego,CA,"6,000",26
3804,Porter Robinson,"edm, other, pop",12-10-2024,Talking Stick Resort Amphitheatre,Phoenix,AZ,"20,106",26
3805,Porter Robinson,"edm, other, pop",11-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",27
3806,Porter Robinson,"edm, other, pop",06-10-2024,713 Music Hall,Houston,TX,"8,050",26
3807,Porter Robinson,"edm, other, pop",05-10-2024,The Pavilion at Toyota Music Factory,Irving,TX,null,26
3808,Porter Robinson,"edm, other, pop",04-10-2024,The Concourse Project,Austin,TX,280,10
3809,Porter Robinson,"edm, other, pop",04-10-2024,Zilker Park,Austin,TX,null,14
3810,Porter Robinson,"edm, other, pop",01-10-2024,The Criterion,Oklahoma City,OK,"4,000",28
3811,Porter Robinson,"edm, other, pop",30-09-2024,Saint Louis Music Park,Maryland Heights,MO,null,28
3812,Porter Robinson,"edm, other, pop",28-09-2024,Minneapolis Armory,Minneapolis,MN,"8,400",31
3813,Porter Robinson,"edm, other, pop",26-09-2024,The Sylvee,Madison,WI,null,30
3814,Porter Robinson,"edm, other, pop",23-09-2024,Everwise Amphitheater at White River State Park,Indianapolis,IN,"6,000",31
3815,Porter Robinson,"edm, other, pop",22-09-2024,The Fillmore Detroit,Detroit,MI,null,30
3816,Porter Robinson,"edm, other, pop",15-09-2024,UPMC Events Center,Moon,PA,null,24
3817,Porter Robinson,"edm, other, pop",14-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",26
3818,Porter Robinson,"edm, other, pop",13-09-2024,TD Pavilion at the Mann,Philadelphia,PA,null,25
3819,Porter Robinson,"edm, other, pop",11-09-2024,Skyla Credit Union Amphitheatre,Charlotte,NC,null,25
3820,Porter Robinson,"edm, other, pop",10-09-2024,Nashville Municipal Auditorium,Nashville,TN,"15,275",26
3821,Porter Robinson,"edm, other, pop",07-09-2024,The Fillmore Miami Beach at Jackie Gleason Theater,Miami Beach,FL,null,25
3822,Porter Robinson,"edm, other, pop",06-09-2024,Addition Financial Arena,Orlando,FL,"10,072",25
3823,Porter Robinson,"edm, other, pop",05-09-2024,Coca-Cola Roxy,Atlanta,GA,null,25
3824,Porter Robinson,"edm, other, pop",01-09-2024,The Marquee,New York,NY,null,57
3825,Porter Robinson,"edm, other, pop",31-08-2024,Forest Hills Stadium,Queens,NY,"14,000",25
3826,Porter Robinson,"edm, other, pop",30-08-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",26
3827,Porter Robinson,"edm, other, pop",29-08-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",26
3828,Porter Robinson,"edm, other, pop",25-07-2024,Echoplex,Los Angeles,CA,null,12
3829,RÜFÜS DU SOL,"edm, indie, pop, world",28-09-2024,Pier 80,San Francisco,CA,null,14
3830,RÜFÜS DU SOL,"edm, indie, pop, world",30-08-2024,Mayan Warrior,Black Rock City,NV,null,10
3831,RÜFÜS DU SOL,"edm, indie, pop, world",29-08-2024,Mayan Warrior,Black Rock City,NV,null,10
3832,RÜFÜS DU SOL,"edm, indie, pop, world",27-07-2024,XS Nightclub,Las Vegas,NV,null,10
3833,RÜFÜS DU SOL,"edm, indie, pop, world",20-07-2024,XS Nightclub,Las Vegas,NV,null,10
3834,RÜFÜS DU SOL,"edm, indie, pop, world",05-07-2024,XS Nightclub,Las Vegas,NV,null,10
3835,RÜFÜS DU SOL,"edm, indie, pop, world",22-06-2024,XS Nightclub,Las Vegas,NV,null,10
3836,RÜFÜS DU SOL,"edm, indie, pop, world",26-05-2024,Buena Vista Aquatic Recreational Area,Bakersfield,CA,null,10
3837,RÜFÜS DU SOL,"edm, indie, pop, world",26-05-2024,XS Nightclub,Las Vegas,NV,null,10
3838,RÜFÜS DU SOL,"edm, indie, pop, world",16-05-2024,XS Nightclub,Las Vegas,NV,null,10
3839,RÜFÜS DU SOL,"edm, indie, pop, world",05-05-2024,XS Nightclub,Las Vegas,NV,null,10
3840,RÜFÜS DU SOL,"edm, indie, pop, world",19-04-2024,Empire Polo Club,Indio,CA,"90,000",10
3841,RÜFÜS DU SOL,"edm, indie, pop, world",10-03-2024,XS Nightclub,Las Vegas,NV,null,10
3842,Kaskade,"edm, pop",31-12-2024,Minneapolis Armory,Minneapolis,MN,"8,400",10
3843,Kaskade,"edm, pop",28-12-2024,Dallas Market Hall,Dallas,TX,null,10
3844,Kaskade,"edm, pop",27-12-2024,Pennsylvania Convention Center,Philadelphia,PA,null,10
3845,Kaskade,"edm, pop",21-12-2024,The United Theater on Broadway,Los Angeles,CA,null,10
3846,Kaskade,"edm, pop",21-12-2024,Exchange,Los Angeles,CA,null,10
3847,Kaskade,"edm, pop",21-12-2024,The United Theater on Broadway,Los Angeles,CA,null,10
3848,Kaskade,"edm, pop",20-12-2024,The United Theater on Broadway,Los Angeles,CA,null,10
3849,Kaskade,"edm, pop",19-12-2024,The United Theater on Broadway,Los Angeles,CA,null,10
3850,Kaskade,"edm, pop",14-12-2024,Brooklyn Paramount,Brooklyn,NY,null,10
3851,Kaskade,"edm, pop",14-12-2024,Brooklyn Paramount,Brooklyn,NY,null,10
3852,Kaskade,"edm, pop",13-12-2024,Brooklyn Paramount,Brooklyn,NY,null,10
3853,Kaskade,"edm, pop",07-12-2024,Kingsbury Hall,Salt Lake City,UT,"2,468",24
3854,Kaskade,"edm, pop",06-12-2024,Kingsbury Hall,Salt Lake City,UT,"2,468",10
3855,Kaskade,"edm, pop",30-11-2024,Cow Palace,Daly City,CA,"16,500",10
3856,Kaskade,"edm, pop",22-11-2024,Zouk Nightclub,Las Vegas,NV,null,10
3857,Kaskade,"edm, pop",09-11-2024,Jacome Plaza,Tucson,AZ,null,10
3858,Kaskade,"edm, pop",08-11-2024,Tinker Field,Orlando,FL,null,10
3859,Kaskade,"edm, pop",31-10-2024,Echostage,"Washington, D.C.",DC,"3,000",10
3860,Kaskade,"edm, pop",26-10-2024,Zouk Nightclub,Las Vegas,NV,null,10
3861,Kaskade,"edm, pop",26-10-2024,Stadium Arena at National Western Complex,Denver,CO,null,10
3862,Kaskade,"edm, pop",25-10-2024,WaMu Theater,Seattle,WA,"17,459",10
3863,Kaskade,"edm, pop",19-10-2024,Ayu Dayclub,Las Vegas,NV,null,10
3864,Kaskade,"edm, pop",12-10-2024,SILO,Dallas,TX,null,10
3865,Kaskade,"edm, pop",11-10-2024,Helaman Field,Provo,UT,null,10
3866,Kaskade,"edm, pop",11-10-2024,Zouk Nightclub,Las Vegas,NV,null,10
3867,Kaskade,"edm, pop",05-10-2024,Wollman Rink at Central Park,New York,NY,null,10
3868,Kaskade,"edm, pop",04-10-2024,Zouk Nightclub,Las Vegas,NV,null,10
3869,Kaskade,"edm, pop",28-09-2024,Zouk Nightclub,Las Vegas,NV,null,10
3870,Kaskade,"edm, pop",27-09-2024,Momentary Green,Bentonville,AR,null,10
3871,Kaskade,"edm, pop",14-09-2024,Ayu Dayclub,Las Vegas,NV,null,10
3872,Kaskade,"edm, pop",13-09-2024,Bolingbrook Golf Club,Bolingbrook,IL,null,10
3873,Kaskade,"edm, pop",07-09-2024,Ayu Dayclub,Las Vegas,NV,null,10
3874,Kaskade,"edm, pop",31-08-2024,DAER Dayclub,Hollywood,FL,null,10
3875,Kaskade,"edm, pop",30-08-2024,Union Park,Chicago,IL,null,10
3876,Kaskade,"edm, pop",30-08-2024,Prysm,Chicago,IL,null,10
3877,Kaskade,"edm, pop",24-08-2024,Ayu Dayclub,Las Vegas,NV,null,10
3878,Kaskade,"edm, pop",17-08-2024,Ayu Dayclub,Las Vegas,NV,null,10
3879,Kaskade,"edm, pop",16-08-2024,Bicentennial Capitol Mall,Nashville,TN,null,10
3880,Kaskade,"edm, pop",10-08-2024,HQ2,Atlantic City,NJ,null,10
3881,Kaskade,"edm, pop",09-08-2024,Pocono Raceway,Long Pond,PA,null,10
3882,Kaskade,"edm, pop",02-08-2024,District,Atlanta,GA,null,10
3883,Kaskade,"edm, pop",27-07-2024,Citizens Bank Park,Philadelphia,PA,"10,206",10
3884,Kaskade,"edm, pop",26-07-2024,RYSE Nightclub,St. Charles,MO,null,10
3885,Kaskade,"edm, pop",20-07-2024,Zouk Nightclub,Las Vegas,NV,null,10
3886,Kaskade,"edm, pop",13-07-2024,LagoonFest Texas at Lago Mar,Texas City,TX,null,10
3887,Kaskade,"edm, pop",12-07-2024,1902,San Antonio,TX,null,10
3888,Kaskade,"edm, pop",11-07-2024,11:11,El Paso,TX,null,10
3889,Kaskade,"edm, pop",29-06-2024,Ventura County Fairgrounds,Ventura,CA,null,10
3890,Kaskade,"edm, pop",29-06-2024,Zouk Nightclub,Las Vegas,NV,null,10
3891,Kaskade,"edm, pop",28-06-2024,Allianz Field,St. Paul,MN,null,10
3892,Kaskade,"edm, pop",23-06-2024,The Queen Mary,Long Beach,CA,null,10
3893,Kaskade,"edm, pop",22-06-2024,Ayu Dayclub,Las Vegas,NV,null,10
3894,Kaskade,"edm, pop",21-06-2024,Saltair,Magna,UT,null,10
3895,Kaskade,"edm, pop",15-06-2024,Ayu Dayclub,Las Vegas,NV,null,10
3896,Kaskade,"edm, pop",08-06-2024,Nova SD,San Diego,CA,null,10
3897,Kaskade,"edm, pop",08-06-2024,Ayu Dayclub,Las Vegas,NV,null,10
3898,Kaskade,"edm, pop",01-06-2024,Radius,Chicago,IL,null,10
3899,Kaskade,"edm, pop",01-06-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,null,10
3900,Kaskade,"edm, pop",31-05-2024,Historic Crew Stadium,Columbus,OH,null,10
3901,Kaskade,"edm, pop",25-05-2024,Ayu Dayclub,Las Vegas,NV,null,10
3902,Kaskade,"edm, pop",20-05-2024,Zouk Nightclub,Las Vegas,NV,null,10
3903,Kaskade,"edm, pop",19-05-2024,Las Vegas Motor Speedway,Las Vegas,NV,null,10
3904,Kaskade,"edm, pop",18-05-2024,Zouk Nightclub,Las Vegas,NV,null,10
3905,Kaskade,"edm, pop",04-05-2024,Daer Nightclub,Hollywood,FL,null,10
3906,Kaskade,"edm, pop",04-05-2024,Hard Rock Live,Atlantic City,NJ,"7,000",10
3907,Kaskade,"edm, pop",27-04-2024,Ayu Dayclub,Las Vegas,NV,null,10
3908,Kaskade,"edm, pop",26-04-2024,Raymond James Stadium Grounds,Tampa,FL,null,10
3909,Kaskade,"edm, pop",13-04-2024,Empire Polo Club,Indio,CA,"90,000",10
3910,Kaskade,"edm, pop",13-04-2024,Zenyara,Coachella,CA,null,10
3911,Kaskade,"edm, pop",30-03-2024,Phoenix Raceway,Avondale,AZ,null,10
3912,Kaskade,"edm, pop",29-03-2024,Zouk Nightclub,Las Vegas,NV,null,10
3913,Kaskade,"edm, pop",23-03-2024,DAER Dayclub,Hollywood,FL,null,10
3914,Kaskade,"edm, pop",22-03-2024,Eden Roc Miami Beach Hotel,Miami Beach,FL,null,10
3915,Kaskade,"edm, pop",21-03-2024,Hyde Beach,Miami Beach,FL,null,10
3916,Kaskade,"edm, pop",15-03-2024,Zouk Nightclub,Las Vegas,NV,null,10
3917,Kaskade,"edm, pop",09-03-2024,Big Night Live,Boston,MA,null,10
3918,Kaskade,"edm, pop",08-03-2024,The Grand,Boston,MA,null,10
3919,Kaskade,"edm, pop",07-03-2024,Mémoire Boston,Everett,MA,null,10
3920,Kaskade,"edm, pop",02-03-2024,Avalon,Los Angeles,CA,null,10
3921,Kaskade,"edm, pop",24-02-2024,Zouk Nightclub,Las Vegas,NV,null,10
3922,Kaskade,"edm, pop",11-02-2024,Allegiant Stadium,Paradise,NV,"71,835",10
3923,Kaskade,"edm, pop",10-02-2024,Zouk Nightclub,Las Vegas,NV,null,10
3924,Kaskade,"edm, pop",02-02-2024,Zouk Nightclub,Las Vegas,NV,null,10
3925,Kaskade,"edm, pop",26-01-2024,The Marquis,Park City,UT,null,10
3926,Kaskade,"edm, pop",19-01-2024,Zouk Nightclub,Las Vegas,NV,null,10
3927,Kaskade,"edm, pop",12-01-2024,Zouk Nightclub,Las Vegas,NV,null,10
3928,Kaskade,"edm, pop",05-01-2024,Zouk Nightclub,Las Vegas,NV,null,10
3929,Kaskade,"edm, pop",01-01-2024,The Midway,San Francisco,CA,null,10
3930,SLANDER,edm,31-12-2024,Colorado Convention Center,Denver,CO,null,10
3931,SLANDER,edm,30-12-2024,The Midway,San Francisco,CA,null,10
3932,SLANDER,edm,28-12-2024,Downtown Events Center,Las Vegas,NV,null,10
3933,SLANDER,edm,28-12-2024,Substance,Las Vegas,NV,null,10
3934,SLANDER,edm,27-12-2024,Time Nightclub,Costa Mesa,CA,null,10
3935,SLANDER,edm,29-11-2024,Cow Palace,Daly City,CA,"16,500",10
3936,SLANDER,edm,31-10-2024,Revel Entertainment Center,Albuquerque,NM,"3,000",10
3937,SLANDER,edm,05-10-2024,Phoenix Raceway,Avondale,AZ,null,10
3938,SLANDER,edm,04-10-2024,Red Rocks Amphitheatre,Morrison,CO,null,10
3939,SLANDER,edm,01-09-2024,TAO Nightclub,Chicago,IL,null,10
3940,SLANDER,edm,01-09-2024,Seatgeek Stadium,Bridgeview,IL,"28,000",10
3941,SLANDER,edm,16-08-2024,Belknap Park,Grand Rapids,MI,null,10
3942,SLANDER,edm,10-08-2024,Pocono Raceway,Long Pond,PA,null,10
3943,SLANDER,edm,10-08-2024,Pocono Raceway,Long Pond,PA,null,10
3944,SLANDER,edm,29-06-2024,Allianz Field,St. Paul,MN,null,10
3945,SLANDER,edm,13-06-2024,Zouk Nightclub,Las Vegas,NV,null,10
3946,SLANDER,edm,17-05-2024,Las Vegas Motor Speedway,Las Vegas,NV,null,10
3947,SLANDER,edm,27-04-2024,Zouk Nightclub,Las Vegas,NV,null,10
3948,SLANDER,edm,23-03-2024,National Orange Show Events Center,San Bernardino,CA,null,10
3949,SLANDER,edm,16-03-2024,Zouk Nightclub,Las Vegas,NV,null,10
3950,SLANDER,edm,27-01-2024,DAER Dayclub,Hollywood,FL,null,10
3951,Sammy Virji,"edm, other",06-12-2024,Shrine Auditorium,Los Angeles,CA,null,10
3952,Sammy Virji,"edm, other",16-11-2024,Palm Springs Air Museum,Palm Springs,CA,null,10
3953,Sammy Virji,"edm, other",09-11-2024,The Great Hall at Avant Gardner,Brooklyn,NY,null,10
3954,Sammy Virji,"edm, other",19-10-2024,Mana Wynwood Convention Center,Miami,FL,null,10
3955,Sammy Virji,"edm, other",01-10-2024,Russell Industrial Center,Detroit,MI,null,10
3956,Sammy Virji,"edm, other",29-09-2024,Pier 80,San Francisco,CA,null,10
