Number,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
3425,Washed Out,"edm, indie, other, pop",08-11-2024,The Crocodile,Seattle,WA,null,10
3426,Washed Out,"edm, indie, other, pop",07-11-2024,Revolution Hall,Portland,OR,null,10
3427,Washed Out,"edm, indie, other, pop",05-11-2024,Metro Music Hall,Salt Lake City,UT,null,10
3428,Washed Out,"edm, indie, other, pop",04-11-2024,Ogden Theatre,Denver,CO,"1,600",10
3429,Washed Out,"edm, indie, other, pop",02-11-2024,The Far Out Lounge,Austin,TX,null,10
3430,Washed Out,"edm, indie, other, pop",01-11-2024,Longhorn Ballroom,Dallas,TX,null,15
3431,Washed Out,"edm, indie, other, pop",31-10-2024,Warehouse Live Midtown,Houston,TX,null,10
3432,Washed Out,"edm, indie, other, pop",21-08-2024,9:30 Club,"Washington, D.C.",DC,"1,200",15
3433,Washed Out,"edm, indie, other, pop",20-08-2024,Union Transfer,Philadelphia,PA,"1,000",10
3434,Washed Out,"edm, indie, other, pop",18-08-2024,Brooklyn Paramount,Brooklyn,NY,null,15
3435,Washed Out,"edm, indie, other, pop",17-08-2024,Paradise Rock Club,Boston,MA,null,15
3436,Washed Out,"edm, indie, other, pop",16-08-2024,District Music Hall,Norwalk,CT,null,15
3437,Washed Out,"edm, indie, other, pop",13-08-2024,Majestic Theatre,San Antonio,TX,"1,477",15
3438,Washed Out,"edm, indie, other, pop",11-08-2024,KEMBA Live!,Columbus,OH,"5,200",15
3439,Washed Out,"edm, indie, other, pop",10-08-2024,Majestic Theatre,San Antonio,TX,"1,477",14
3440,Washed Out,"edm, indie, other, pop",09-08-2024,Metro,Chicago,IL,null,15
3441,Washed Out,"edm, indie, other, pop",08-08-2024,First Avenue,Minneapolis,MN,"1,550",15
3442,Washed Out,"edm, indie, other, pop",06-08-2024,Delmar Hall,St. Louis,MO,null,15
3443,Washed Out,"edm, indie, other, pop",05-08-2024,Brooklyn Bowl Nashville,Nashville,TN,null,15
3444,Washed Out,"edm, indie, other, pop",01-08-2024,The Eastern,Atlanta,GA,null,15
3445,Washed Out,"edm, indie, other, pop",14-07-2024,Fisher Green Stage,Seattle,WA,null,10
3446,Washed Out,"edm, indie, other, pop",22-06-2024,Ogden Amphitheater,Ogden,UT,"1,407",10
3447,Washed Out,"edm, indie, other, pop",08-06-2024,Cuddy Family Midtown Park,Anchorage,AK,null,10
3448,Washed Out,"edm, indie, other, pop",01-06-2024,Guthrie Green,Tulsa,OK,null,10
3449,Washed Out,"edm, indie, other, pop",18-05-2024,Brookside Park,Pasadena,CA,null,10
3450,Zeds Dead,edm,31-12-2024,National Orange Show Events Center,San Bernardino,CA,null,10
3451,Zeds Dead,edm,31-12-2024,Phoenix Raceway,Avondale,AZ,null,10
3452,Zeds Dead,edm,30-12-2024,Colorado Convention Center,Denver,CO,null,10
3453,Zeds Dead,edm,28-12-2024,Pennsylvania Convention Center,Philadelphia,PA,null,10
3454,Zeds Dead,edm,27-12-2024,The Ave Live,Philadelphia,PA,null,10
3455,Zeds Dead,edm,21-12-2024,The Salt Shed,Chicago,IL,null,10
3456,Zeds Dead,edm,20-12-2024,The Salt Shed,Chicago,IL,null,10
3457,Zeds Dead,edm,19-12-2024,The Salt Shed,Chicago,IL,null,10
3458,Zeds Dead,edm,30-11-2024,Masonic Temple Theatre,Detroit,MI,null,10
3459,Zeds Dead,edm,29-11-2024,Masonic Temple Theatre,Detroit,MI,null,10
3460,Zeds Dead,edm,16-11-2024,The Regency Ballroom,San Francisco,CA,null,10
3461,Zeds Dead,edm,15-11-2024,The Regency Ballroom,San Francisco,CA,null,10
3462,Zeds Dead,edm,14-11-2024,The Regency Ballroom,San Francisco,CA,null,10
3463,Zeds Dead,edm,26-10-2024,The Underground,Atlanta,GA,null,10
3464,Zeds Dead,edm,05-10-2024,Majestic Theatre,San Antonio,TX,"1,477",10
3465,Zeds Dead,edm,05-10-2024,The Sylvee,Madison,WI,null,10
3466,Zeds Dead,edm,04-10-2024,The Sylvee,Madison,WI,null,10
3467,Zeds Dead,edm,04-10-2024,Majestic Theatre,San Antonio,TX,"1,477",10
3468,Zeds Dead,edm,27-09-2024,Mulberry Mountain,Ozark,AR,null,10
3469,Zeds Dead,edm,26-09-2024,Mulberry Mountain,Ozark,AR,null,10
3470,Zeds Dead,edm,21-09-2024,Legend Valley Concert Venue and Campground,Thornville,OH,null,46
3471,Zeds Dead,edm,01-09-2024,Maya Day & Nightclub,Scottsdale,AZ,null,10
3472,Zeds Dead,edm,31-08-2024,Panther Island Pavilion,Fort Worth,TX,null,10
3473,Zeds Dead,edm,30-08-2024,Revel Entertainment Center,Albuquerque,NM,"3,000",10
3474,Zeds Dead,edm,04-08-2024,Grant Park,Chicago,IL,null,29
3475,Zeds Dead,edm,04-08-2024,Radius,Chicago,IL,null,10
3476,Zeds Dead,edm,03-08-2024,Hollywood Park Grounds,Inglewood,CA,null,10
3477,Zeds Dead,edm,27-07-2024,The Brooklyn Mirage,Brooklyn,NY,null,10
3478,Zeds Dead,edm,26-07-2024,H0L0,Queens,NY,null,10
3479,Zeds Dead,edm,20-07-2024,Echostage,"Washington, D.C.",DC,"3,000",10
3480,Zeds Dead,edm,19-07-2024,Echostage,"Washington, D.C.",DC,"3,000",10
3481,Zeds Dead,edm,04-07-2024,Mission Ballroom,Denver,CO,"3,900",10
3482,Zeds Dead,edm,04-07-2024,Civic Center Park,Denver,CO,null,10
3483,Zeds Dead,edm,03-07-2024,Red Rocks Amphitheatre,Morrison,CO,null,52
3484,Zeds Dead,edm,02-07-2024,Red Rocks Amphitheatre,Morrison,CO,null,10
3485,Zeds Dead,edm,25-05-2024,Rice-Eccles Stadium,Salt Lake City,UT,"20,000",10
3486,Zeds Dead,edm,24-05-2024,Rice-Eccles Stadium,Salt Lake City,UT,"20,000",10
3487,Zeds Dead,edm,07-04-2024,Reveille Peak Ranch,Burnet,TX,null,10
3488,Zeds Dead,edm,23-03-2024,National Orange Show Events Center,San Bernardino,CA,null,10
3489,Zeds Dead,edm,21-03-2024,Mana Wynwood Convention Center,Miami,FL,null,10
3490,Zeds Dead,edm,09-03-2024,Knitting Factory,Spokane,WA,null,10
3491,Zeds Dead,edm,23-02-2024,Knitting Factory,Boise,ID,null,10
3492,Zeds Dead,edm,03-02-2024,Belly Up,Aspen,CO,null,10
3493,Zeds Dead,edm,02-02-2024,Belly Up,Aspen,CO,null,10
3494,Zeds Dead,edm,01-02-2024,Belly Up,Aspen,CO,null,10
3495,Zeds Dead,edm,01-01-2024,Soul Quest Studios,Westminster,CO,null,10
3496,La Femme,"indie, other, pop, rock",26-11-2024,Hollywood Palladium,Hollywood,CA,"5,000",25
3497,La Femme,"indie, other, pop, rock",25-11-2024,The Regency Ballroom,San Francisco,CA,null,10
3498,La Femme,"indie, other, pop, rock",23-11-2024,Showbox,Seattle,WA,null,10
3499,La Femme,"indie, other, pop, rock",19-11-2024,Metro Music Hall,Salt Lake City,UT,null,10
3500,La Femme,"indie, other, pop, rock",18-11-2024,Gothic Theatre,Englewood,CO,null,10
3501,La Femme,"indie, other, pop, rock",16-11-2024,Fine Line Music Cafe,Minneapolis,MN,null,24
3502,La Femme,"indie, other, pop, rock",15-11-2024,Thalia Hall,Chicago,IL,null,10
3503,La Femme,"indie, other, pop, rock",09-11-2024,Paradise Rock Club,Boston,MA,null,10
3504,La Femme,"indie, other, pop, rock",08-11-2024,The Howard Theatre,Washington,DC,null,10
3505,La Femme,"indie, other, pop, rock",07-11-2024,Terminal 5,New York City,NY,"3,000",24
3506,Kasablanca,edm,02-11-2024,Ogden Theatre,Denver,CO,"1,600",10
3507,Kasablanca,edm,01-11-2024,The Concourse Project,Austin,TX,280,30
3508,Kasablanca,edm,26-10-2024,Concord Music Hall,Chicago,IL,null,10
3509,Kasablanca,edm,09-08-2024,Golden Gate Park,San Francisco,CA,null,10
3510,Kasablanca,edm,15-06-2024,Great Stage Park,Manchester,TN,null,10
3511,Kasablanca,edm,19-05-2024,Las Vegas Motor Speedway,Las Vegas,NV,null,15
3512,Sango,"edm, other, r&b",13-12-2024,The Regency Ballroom,San Francisco,CA,null,10
3513,Flight Facilities,"edm, indie, other",21-04-2024,Empire Polo Club,Indio,CA,"90,000",10
3514,Flight Facilities,"edm, indie, other",14-04-2024,Empire Polo Club,Indio,CA,"90,000",10
3515,Flight Facilities,"edm, indie, other",06-04-2024,Mission Ballroom,Denver,CO,"3,900",10
3516,Flight Facilities,"edm, indie, other",05-04-2024,Knockdown Center,Queens,NY,null,10
3517,DJ Seinfeld,edm,29-09-2024,Pier 80,San Francisco,CA,null,10
3518,DJ Seinfeld,edm,19-04-2024,The Church,Denver,CO,null,10
3519,Confidence Man,"other, pop, world",05-10-2024,The Anthem,"Washington, D.C.",DC,"6,000",10
3520,Confidence Man,"other, pop, world",03-10-2024,Roadrunner,Boston,MA,"3,500",10
3521,Confidence Man,"other, pop, world",02-10-2024,Franklin Music Hall,Philadelphia,PA,"1,200",10
3522,Confidence Man,"other, pop, world",28-09-2024,Waterfront Park,San Diego,CA,null,10
3523,Confidence Man,"other, pop, world",26-09-2024,Forest Hills Stadium,Queens,NY,"14,000",10
3524,Confidence Man,"other, pop, world",24-09-2024,Tabernacle,Atlanta,GA,null,10
3525,Confidence Man,"other, pop, world",21-09-2024,South Side Ballroom,Dallas,TX,"4,300",10
3526,Confidence Man,"other, pop, world",18-09-2024,Moody Amphitheater,Austin,TX,"9,400",10
3527,Confidence Man,"other, pop, world",09-08-2024,Golden Gate Park,San Francisco,CA,null,10
3528,bbno$,hip hop,29-11-2024,Minneapolis Armory,Minneapolis,MN,"8,400",10
3529,bbno$,hip hop,22-08-2024,Western Carolina University,Cullowhee,NC,null,13
3530,bbno$,hip hop,27-04-2024,Williams College,Williamstown,MA,null,10
3531,bbno$,hip hop,17-02-2024,Wiltern Theatre,Los Angeles,CA,null,10
3532,Johnnyswim,"k-pop, pop",15-12-2024,Kenan Auditorium,Wilmington,NC,null,10
3533,Johnnyswim,"k-pop, pop",14-12-2024,The Riviera Theater,Charleston,SC,null,10
3534,Johnnyswim,"k-pop, pop",13-12-2024,Walker Theatre,Chattanooga,TN,null,10
3535,Johnnyswim,"k-pop, pop",10-12-2024,Lobero Theatre,Santa Barbara,CA,680,10
3536,Johnnyswim,"k-pop, pop",07-12-2024,Aggie Theatre,Fort Collins,CO,null,10
3537,Johnnyswim,"k-pop, pop",22-08-2024,Pacific Amphitheatre,Costa Mesa,CA,"8,042",10
3538,Johnnyswim,"k-pop, pop",05-07-2024,Carowinds Paladium,Charlotte,NC,null,11
3539,Johnnyswim,"k-pop, pop",02-06-2024,The Red Mile,Lexington,KY,null,10
3540,Johnnyswim,"k-pop, pop",28-04-2024,3rd & Lindsley Bar and Grill,Nashville,TN,null,12
3541,Johnnyswim,"k-pop, pop",14-02-2024,Masonic Lodge at Hollywood Forever,Los Angeles,CA,null,15
3542,Johnnyswim,"k-pop, pop",03-02-2024,Troubadour,West Hollywood,CA,2500,10
3543,Hulvey,"christian, rap",15-08-2024,UW-Milwaukee Panther Arena,Milwaukee,WI,null,10
3544,Hulvey,"christian, rap",09-08-2024,TD Garden,Boston,MA,"19,580",10
3545,Hulvey,"christian, rap",08-08-2024,Giant Center,Hershey,PA,"1,904",10
3546,Hulvey,"christian, rap",27-01-2024,Universal Orlando Hollywood Stage,Orlando,FL,null,16
3547,Hulvey,"christian, rap",26-01-2024,Charleston Civic Center,Charleston,WV,null,10
3548,Hulvey,"christian, rap",20-01-2024,KFC Yum! Center,Louisville,KY,"22,090",10
3549,Dean Lewis,pop,02-08-2024,Boom Island Park,Minneapolis,MN,null,14
3550,Dean Lewis,pop,12-05-2024,Vystar Veterans Memorial Arena,Jacksonville,FL,"15,000",10
3551,Dean Lewis,pop,10-05-2024,Kia Center,Orlando,FL,"20,000",10
3552,Dean Lewis,pop,09-05-2024,Amalie Arena,Tampa,FL,"20,500",10
3553,Dean Lewis,pop,07-05-2024,Moody Center,Austin,TX,"2,442",10
3554,Dean Lewis,pop,04-05-2024,Paycom Center,Oklahoma City,OK,"18,203",10
3555,Dean Lewis,pop,29-04-2024,Chase Center,San Francisco,CA,"1,407",10
3556,Dean Lewis,pop,26-04-2024,Climate Pledge Arena,Seattle,WA,"47,116",10
3557,Dean Lewis,pop,23-04-2024,ExtraMile Arena,Boise,ID,"13,390",10
3558,Dean Lewis,pop,19-04-2024,T-Mobile Center,Kansas City,MO,"18,972",10
3559,Dean Lewis,pop,17-04-2024,Xcel Energy Center,St. Paul,MN,"20,554",10
3560,Dean Lewis,pop,14-04-2024,Van Andel Arena,Grand Rapids,MI,"12,860",10
3561,Dean Lewis,pop,13-04-2024,KFC Yum! Center,Louisville,KY,"22,090",10
3562,Dean Lewis,pop,12-04-2024,Gainbridge Fieldhouse,Indianapolis,IN,"20,000",10
3563,Dean Lewis,pop,09-04-2024,PNC Arena,Raleigh,NC,null,10
3564,Dean Lewis,pop,07-04-2024,CFG Bank Arena,Baltimore,MD,"14,000",10
3565,Dean Lewis,pop,06-04-2024,XL Center,Hartford,CT,"16,294",10
3566,Dean Lewis,pop,04-04-2024,TD Garden,Boston,MA,"19,580",10
3567,Dean Lewis,pop,03-04-2024,Wells Fargo Center,Philadelphia,PA,"14,000",10
3568,AWOLNATION,"indie, pop, rock",14-12-2024,Kia Forum,Inglewood,CA,"17,505",10
3569,AWOLNATION,"indie, pop, rock",12-12-2024,Byline Bank Aragon Ballroom,Chicago,IL,null,10
3570,AWOLNATION,"indie, pop, rock",10-12-2024,The Pageant,St. Louis,MO,"2,300",15
3571,AWOLNATION,"indie, pop, rock",08-12-2024,Star Theater,Portland,OR,null,10
3572,AWOLNATION,"indie, pop, rock",07-12-2024,Star Theater,Portland,OR,null,14
3573,AWOLNATION,"indie, pop, rock",31-08-2024,Marymoor Park,Redmond,WA,"1,150",11
3574,AWOLNATION,"indie, pop, rock",30-08-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,10
3575,AWOLNATION,"indie, pop, rock",30-08-2024,Mississippi Studios,Portland,OR,null,10
3576,AWOLNATION,"indie, pop, rock",29-08-2024,Hayden Homes Amphitheater,Bend,OR,"8,000",10
3577,AWOLNATION,"indie, pop, rock",27-08-2024,Pacific Amphitheatre,Costa Mesa,CA,"8,042",10
3578,AWOLNATION,"indie, pop, rock",25-08-2024,Cal Coast Credit Union Open Air Theatre,San Diego,CA,null,10
3579,AWOLNATION,"indie, pop, rock",24-08-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",10
3580,AWOLNATION,"indie, pop, rock",22-08-2024,Texas Trust CU Theatre,Grand Prairie,TX,"8,500",10
3581,AWOLNATION,"indie, pop, rock",22-08-2024,ALT 103.7 Performance Showroom,Dallas,TX,null,10
3582,AWOLNATION,"indie, pop, rock",21-08-2024,Moody Amphitheater,Austin,TX,"9,400",10
3583,AWOLNATION,"indie, pop, rock",21-08-2024,101x Radio Station,Austin,TX,null,10
3584,AWOLNATION,"indie, pop, rock",20-08-2024,713 Music Hall,Houston,TX,"8,050",10
3585,AWOLNATION,"indie, pop, rock",18-08-2024,Hard Rock Event Center,Tampa,FL,null,10
3586,AWOLNATION,"indie, pop, rock",17-08-2024,St. Augustine Amphitheatre,St. Augustine,FL,"5,000",10
3587,AWOLNATION,"indie, pop, rock",15-08-2024,Sand Mountain Amphitheater,Albertville,AL,null,10
3588,AWOLNATION,"indie, pop, rock",14-08-2024,Coca-Cola Roxy,Atlanta,GA,null,10
3589,AWOLNATION,"indie, pop, rock",13-08-2024,Firefly Distillery,North Charleston,SC,null,10
3590,AWOLNATION,"indie, pop, rock",11-08-2024,Skyla Credit Union Amphitheatre,Charlotte,NC,null,10
3591,AWOLNATION,"indie, pop, rock",10-08-2024,Red Hat Amphitheater,Raleigh,NC,"5,990",10
3592,AWOLNATION,"indie, pop, rock",09-08-2024,Roanoke Island Festival Park,Manteo,NC,null,10
3593,AWOLNATION,"indie, pop, rock",07-08-2024,Leader Bank Pavilion,Boston,MA,"5,200",10
3594,AWOLNATION,"indie, pop, rock",06-08-2024,Bank of New Hampshire Pavilion at Meadowbrook,Gilford,NH,null,10
3595,AWOLNATION,"indie, pop, rock",04-08-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",10
3596,AWOLNATION,"indie, pop, rock",03-08-2024,Hartford HealthCare Amphitheater,Bridgeport,CT,null,10
3597,AWOLNATION,"indie, pop, rock",02-08-2024,The Pavilion at Montage Mountain,Scranton,PA,null,10
3598,AWOLNATION,"indie, pop, rock",28-07-2024,Jacobs Pavilion at Nautica,Cleveland,OH,null,10
3599,AWOLNATION,"indie, pop, rock",27-07-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",10
3600,AWOLNATION,"indie, pop, rock",26-07-2024,Kresge Auditorium,Interlochen,MI,"3,929",10
3601,AWOLNATION,"indie, pop, rock",24-07-2024,Rose Music Center at The Heights,Huber Heights,OH,null,10
3602,AWOLNATION,"indie, pop, rock",23-07-2024,Everwise Amphitheater at White River State Park,Indianapolis,IN,"6,000",10
3603,AWOLNATION,"indie, pop, rock",21-07-2024,The Fairgrounds at the Salt Shed,Chicago,IL,null,10
3604,AWOLNATION,"indie, pop, rock",20-07-2024,Hard Rock Cincinnati Outdoor Arena,Cincinnati,OH,null,10
3605,AWOLNATION,"indie, pop, rock",22-06-2024,Interstate Music,Menomonee Falls,WI,null,10
3606,AWOLNATION,"indie, pop, rock",22-06-2024,Generac Power Stage,Milwaukee,WI,null,16
3607,AWOLNATION,"indie, pop, rock",21-06-2024,The Lounge,Chicago,IL,null,10
3608,AWOLNATION,"indie, pop, rock",18-05-2024,Galatyn Park,Richardson,TX,null,14
3609,James Bay,"pop, rock",19-07-2024,Fenway Park,Boston,MA,"37,402",10
3610,James Bay,"pop, rock",18-07-2024,Fenway Park,Boston,MA,"37,402",10
3611,James Bay,"pop, rock",17-07-2024,Late Night with Seth Meyers,New York,NY,null,10
3612,James Bay,"pop, rock",16-07-2024,Madison Square Garden,New York City,NY,"20,789",10
3613,James Bay,"pop, rock",15-07-2024,Madison Square Garden,New York City,NY,"20,789",10
3614,Remi Wolf,pop,17-12-2024,Skirball Center For the Performing Arts,New York City,NY,850,10
3615,Remi Wolf,pop,04-11-2024,The Ritz,Raleigh,NC,null,10
3616,Remi Wolf,pop,30-10-2024,Veterans Memorial Coliseum,Portland,OR,"5,000",10
3617,Remi Wolf,pop,18-10-2024,Frost Amphitheater,Stanford,CA,null,17
3618,Remi Wolf,pop,16-10-2024,Greek Theatre,Baton Rouge,LA,"3,500",18
3619,Remi Wolf,pop,15-10-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",16
3620,Remi Wolf,pop,12-10-2024,Zilker Park,Austin,TX,null,12
3621,Remi Wolf,pop,11-10-2024,Emo's,Austin,TX,"15,000",16
3622,Remi Wolf,pop,10-10-2024,White Oak Downstairs,Houston,TX,null,17
3623,Remi Wolf,pop,08-10-2024,The Eastern,Atlanta,GA,null,17
3624,Remi Wolf,pop,07-10-2024,The Eastern,Atlanta,GA,null,10
3625,Remi Wolf,pop,05-10-2024,Marathon Music Works,Nashville,TN,null,17
3626,Remi Wolf,pop,04-10-2024,Rabbit Rabbit,Asheville,NC,null,10
3627,Remi Wolf,pop,02-10-2024,Kings Theatre,Brooklyn,NY,"3,000",17
3628,Remi Wolf,pop,01-10-2024,Kings Theatre,Brooklyn,NY,"3,000",17
3629,Remi Wolf,pop,30-09-2024,Kings Theatre,Brooklyn,NY,"3,000",17
3630,Remi Wolf,pop,28-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",13
3631,Remi Wolf,pop,27-09-2024,The Fillmore Philadelphia,Philadelphia,PA,null,16
3632,Remi Wolf,pop,26-09-2024,Stage AE,Pittsburgh,PA,"13,592",16
3633,Remi Wolf,pop,24-09-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",17
3634,Remi Wolf,pop,22-09-2024,KEMBA Live!,Columbus,OH,"5,200",16
3635,Remi Wolf,pop,20-09-2024,Royal Oak Music Theatre,Royal Oak,MI,"1,700",16
3636,Remi Wolf,pop,19-09-2024,Byline Bank Aragon Ballroom,Chicago,IL,null,18
3637,Remi Wolf,pop,18-09-2024,Palace Theatre,Columbus,OH,"2,695",17
3638,Remi Wolf,pop,13-09-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,20
3639,Remi Wolf,pop,12-09-2024,Tiny Desk Concerts,Washington,DC,null,10
3640,Remi Wolf,pop,11-09-2024,Frost Amphitheater,Stanford,CA,null,10
3641,Remi Wolf,pop,10-09-2024,Santa Barbara Bowl,Santa Barbara,CA,"4,562",20
3642,Remi Wolf,pop,26-08-2024,LA Live,Los Angeles,CA,null,10
3643,Remi Wolf,pop,19-07-2024,Capitol Hill,Seattle,WA,null,17
3644,Remi Wolf,pop,18-07-2024,Jimmy Kimmel Live,Los Angeles,CA,null,10
3645,Remi Wolf,pop,16-07-2024,Rough Trade NYC,New York,NY,null,10
3646,Remi Wolf,pop,14-07-2024,Newbury Comics,Cambridge,MA,null,10
3647,Remi Wolf,pop,05-04-2024,Margaret T. Hance Park,Phoenix,AZ,null,12
3648,Van Morrison,"other, r&b, rock",26-10-2024,Ruth Finley Person Theatre,Santa Rosa,CA,null,17
3649,Van Morrison,"other, r&b, rock",25-10-2024,Bimbo's 365 Club,San Francisco,CA,null,17
3650,Van Morrison,"other, r&b, rock",24-10-2024,Bimbo's 365 Club,San Francisco,CA,null,18
3651,Van Morrison,"other, r&b, rock",22-10-2024,Frost Amphitheater,Stanford,CA,null,18
3652,Van Morrison,"other, r&b, rock",20-10-2024,Orpheum Theatre,Memphis,TN,"5,000",15
3653,Van Morrison,"other, r&b, rock",20-10-2024,Agape International Spiritual Center,Culver City,CA,null,10
3654,Van Morrison,"other, r&b, rock",19-10-2024,Orpheum Theatre,Memphis,TN,"5,000",15
3655,Van Morrison,"other, r&b, rock",13-10-2024,Jimmy's Jazz & Blues Club,Portsmouth,NH,null,17
3656,Van Morrison,"other, r&b, rock",12-10-2024,Jimmy's Jazz & Blues Club,Portsmouth,NH,null,10
3657,Van Morrison,"other, r&b, rock",10-03-2024,Agape International Spiritual Center,Culver City,CA,null,10
3658,Van Morrison,"other, r&b, rock",03-03-2024,Sunset Center,Carmel-by-the-Sea,CA,null,21
3659,Van Morrison,"other, r&b, rock",02-03-2024,Sunset Center,Carmel-by-the-Sea,CA,null,21
3660,Van Morrison,"other, r&b, rock",29-02-2024,Fox Theater,Bakersfield,CA,"1,500",23
3661,Van Morrison,"other, r&b, rock",28-02-2024,Fox Theater,Bakersfield,CA,"1,500",21
3662,Van Morrison,"other, r&b, rock",26-02-2024,Bimbo's 365 Club,San Francisco,CA,null,20
3663,Van Morrison,"other, r&b, rock",25-02-2024,Bimbo's 365 Club,San Francisco,CA,null,21
3664,King Gizzard & The Lizard Wizard,"other, rock",21-11-2024,Factory Town,Miami,FL,null,16
3665,King Gizzard & The Lizard Wizard,"other, rock",20-11-2024,St. Augustine Amphitheatre,St. Augustine,FL,"5,000",15
3666,King Gizzard & The Lizard Wizard,"other, rock",19-11-2024,Fox Theatre,St. Louis,MO,"4,500",16
3667,King Gizzard & The Lizard Wizard,"other, rock",19-11-2024,Fox Theatre,St. Louis,MO,"4,500",10
3668,King Gizzard & The Lizard Wizard,"other, rock",17-11-2024,Mardi Gras World,New Orleans,LA,null,18
3669,King Gizzard & The Lizard Wizard,"other, rock",16-11-2024,The Lawn at White Oak,Houston,TX,null,15
3670,King Gizzard & The Lizard Wizard,"other, rock",15-11-2024,Germania Insurance Amphitheater,Austin,TX,"1,270",22
3671,King Gizzard & The Lizard Wizard,"other, rock",13-11-2024,JJ's Live,Fayetteville,AR,null,16
3672,King Gizzard & The Lizard Wizard,"other, rock",12-11-2024,The Criterion,Oklahoma City,OK,"4,000",17
3673,King Gizzard & The Lizard Wizard,"other, rock",10-11-2024,Revel Entertainment Center,Albuquerque,NM,"3,000",16
3674,King Gizzard & The Lizard Wizard,"other, rock",09-11-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",18
3675,King Gizzard & The Lizard Wizard,"other, rock",08-11-2024,PH Live,Paradise,NV,"7,000",20
3676,King Gizzard & The Lizard Wizard,"other, rock",06-11-2024,The Regency Ballroom,San Francisco,CA,null,10
3677,King Gizzard & The Lizard Wizard,"other, rock",04-11-2024,Frost Amphitheater,Stanford,CA,null,18
3678,King Gizzard & The Lizard Wizard,"other, rock",03-11-2024,Vina Robles Amphitheatre,Paso Robles,CA,"1,964",16
3679,King Gizzard & The Lizard Wizard,"other, rock",02-11-2024,The Rady Shell at Jacobs Park,San Diego,CA,"6,000",17
3680,King Gizzard & The Lizard Wizard,"other, rock",01-11-2024,Kia Forum,Inglewood,CA,"17,505",25
3681,King Gizzard & The Lizard Wizard,"other, rock",14-09-2024,The Gorge Amphitheatre,George,WA,"1,170",28
3682,King Gizzard & The Lizard Wizard,"other, rock",11-09-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,16
3683,King Gizzard & The Lizard Wizard,"other, rock",09-09-2024,Red Rocks Amphitheatre,Morrison,CO,null,19
3684,King Gizzard & The Lizard Wizard,"other, rock",09-09-2024,Red Rocks Amphitheatre,Morrison,CO,null,19
3685,King Gizzard & The Lizard Wizard,"other, rock",08-09-2024,Red Rocks Amphitheatre,Morrison,CO,null,15
3686,King Gizzard & The Lizard Wizard,"other, rock",06-09-2024,The Astro Amphitheater,La Vista,NE,null,17
3687,King Gizzard & The Lizard Wizard,"other, rock",05-09-2024,The Factory,Chesterfield,MO,"3,000",20
3688,King Gizzard & The Lizard Wizard,"other, rock",04-09-2024,Miller High Life Theatre,Milwaukee,WI,"12,700",18
3689,King Gizzard & The Lizard Wizard,"other, rock",03-09-2024,Minneapolis Armory,Minneapolis,MN,"8,400",21
3690,King Gizzard & The Lizard Wizard,"other, rock",01-09-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,null,28
3691,King Gizzard & The Lizard Wizard,"other, rock",31-08-2024,Ascend Amphitheater,Nashville,TN,"69,143",18
3692,King Gizzard & The Lizard Wizard,"other, rock",30-08-2024,ExploreAsheville.com Arena,Asheville,NC,null,16
3693,King Gizzard & The Lizard Wizard,"other, rock",28-08-2024,Brown's Island,Richmond,VA,null,14
3694,King Gizzard & The Lizard Wizard,"other, rock",27-08-2024,The Dell Music Center,Philadelphia,PA,null,19
3695,King Gizzard & The Lizard Wizard,"other, rock",25-08-2024,MegaCorp Pavilion,Newport,KY,"6,000",20
3696,King Gizzard & The Lizard Wizard,"other, rock",24-08-2024,Jacobs Pavilion at Nautica,Cleveland,OH,null,18
3697,King Gizzard & The Lizard Wizard,"other, rock",23-08-2024,The Aretha Franklin Amphitheatre,Detroit,MI,null,18
3698,King Gizzard & The Lizard Wizard,"other, rock",20-08-2024,Thompson's Point,Portland,ME,null,16
3699,King Gizzard & The Lizard Wizard,"other, rock",19-08-2024,Suffolk Downs,Boston,MA,null,17
3700,King Gizzard & The Lizard Wizard,"other, rock",17-08-2024,Forest Hills Stadium,Queens,NY,"14,000",24
3701,King Gizzard & The Lizard Wizard,"other, rock",16-08-2024,Forest Hills Stadium,Queens,NY,"14,000",25
3702,King Gizzard & The Lizard Wizard,"other, rock",15-08-2024,The Anthem,"Washington, D.C.",DC,"6,000",14
3703,Dabin,"edm, pop",11-05-2024,Forest Hills Stadium,Queens,NY,"14,000",10
3704,Dabin,"edm, pop",02-05-2024,Vortex Springs,Ponce De Leon,FL,null,10
3705,Dabin,"edm, pop",23-03-2024,National Orange Show Events Center,San Bernardino,CA,null,10
3706,Meghan Trainor,"hip hop, other, pop",31-12-2024,Times Square,New York,NY,null,10
